customer_id,customer_name,email,city,state,region,lat,lon,acquisition_date
CUST-0056,Raj Das,customer56@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-01-21
CUST-0057,Arjun Rao,customer57@email.com,Kolkata,West Bengal,East,22.5726,88.3639,2024-01-21
CUST-0058,Raj Joshi,customer58@email.com,Pune,Maharashtra,West,18.5204,73.8567,2024-01-22
CUST-0059,Deepika Rao,customer59@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-01-24
CUST-0060,Priya Sharma,customer60@email.com,Kolkata,West Bengal,East,22.5726,88.3639,2024-01-24
CUST-0061,Swati Reddy,customer61@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-01-25
CUST-0062,Vikram Kumar,customer62@email.com,Pune,Maharashtra,West,18.5204,73.8567,2024-01-25
CUST-0063,Meena Nair,customer63@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-01-26
CUST-0064,Amit Sharma,customer64@email.com,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2024-01-26
CUST-0065,Amit Gupta,customer65@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-01-26
CUST-0066,Rohan Chopra,customer66@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-01-26
CUST-0067,Amit Sharma,customer67@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-01-27
CUST-0068,Vikram Das,customer68@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-01-27
CUST-0069,Pooja Reddy,customer69@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-01-27
CUST-0070,Arjun Kapoor,customer70@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-01-27
CUST-0071,Rohan Das,customer71@email.com,Jaipur,Rajasthan,North,26.9124,75.7873,2024-01-28
CUST-0072,Kavita Rao,customer72@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-01-28
CUST-0073,Nikhil Kumar,customer73@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-01-29
CUST-0074,Raj Sharma,customer74@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-01-29
CUST-0075,Divya Menon,customer75@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-01-29
CUST-0076,Sneha Chopra,customer76@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-01-29
CUST-0077,Vikram Reddy,customer77@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-01-29
CUST-0078,Raj Menon,customer78@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-01-30
CUST-0079,Rohan Mehta,customer79@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-01-31
CUST-0080,Sneha Menon,customer80@email.com,Chennai,Tamil Nadu,South,13.0827,80.2707,2024-01-31
CUST-0081,Raj Mehta,customer81@email.com,Chennai,Tamil Nadu,South,13.0827,80.2707,2024-02-01
CUST-0082,Karan Verma,customer82@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-02-01
CUST-0083,Priya Das,customer83@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-02-01
CUST-0084,Nikhil Chopra,customer84@email.com,Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-01
CUST-0085,Ananya Rao,customer85@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-02-03
CUST-0086,Meena Rao,customer86@email.com,Kolkata,West Bengal,East,22.5726,88.3639,2024-02-04
CUST-0087,Divya Chopra,customer87@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-02-05
CUST-0088,Suresh Malhotra,customer88@email.com,Ahmedabad,Gujarat,West,23.0225,72.5714,2024-02-06
CUST-0089,Raj Chopra,customer89@email.com,Ahmedabad,Gujarat,West,23.0225,72.5714,2024-02-07
CUST-0090,Rahul Sharma,customer90@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-02-08
CUST-0091,Divya Menon,customer91@email.com,Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-08
CUST-0092,Arjun Kumar,customer92@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-02-08
CUST-0093,Raj Verma,customer93@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-02-08
CUST-0094,Deepika Mehta,customer94@email.com,Ahmedabad,Gujarat,West,23.0225,72.5714,2024-02-09
CUST-0095,Arjun Chopra,customer95@email.com,Jaipur,Rajasthan,North,26.9124,75.7873,2024-02-09
CUST-0096,Vikram Sharma,customer96@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-02-10
CUST-0097,Karan Das,customer97@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-02-11
CUST-0098,Meena Nair,customer98@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-02-11
CUST-0099,Rohan Mehta,customer99@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-02-11
CUST-0100,Arjun Singh,customer100@email.com,Ahmedabad,Gujarat,West,23.0225,72.5714,2024-02-11
CUST-0101,Manish Chopra,customer101@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-02-11
CUST-0102,Manish Das,customer102@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-02-12
CUST-0103,Divya Rao,customer103@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-02-12
CUST-0104,Raj Patel,customer104@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-02-13
CUST-0105,Amit Sharma,customer105@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-02-13
CUST-0106,Vikram Sharma,customer106@email.com,Kolkata,West Bengal,East,22.5726,88.3639,2024-02-14
CUST-0107,Manish Mehta,customer107@email.com,Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-14
CUST-0108,Manish Patel,customer108@email.com,Lucknow,Uttar Pradesh,North,26.8467,80.9462,2024-02-14
CUST-0109,Priya Rao,customer109@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-02-15
CUST-0110,Vikram Malhotra,customer110@email.com,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2024-02-15
CUST-0111,Rahul Sharma,customer111@email.com,Ahmedabad,Gujarat,West,23.0225,72.5714,2024-02-15
CUST-0112,Karan Chopra,customer112@email.com,Ahmedabad,Gujarat,West,23.0225,72.5714,2024-02-16
CUST-0113,Priya Gupta,customer113@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-02-16
CUST-0114,Meena Das,customer114@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-02-16
CUST-0115,Ananya Malhotra,customer115@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-02-18
CUST-0116,Sneha Reddy,customer116@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-02-18
CUST-0117,Suresh Nair,customer117@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-02-18
CUST-0118,Manish Kapoor,customer118@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-02-18
CUST-0119,Ananya Nair,customer119@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-02-18
CUST-0120,Vikram Singh,customer120@email.com,Ahmedabad,Gujarat,West,23.0225,72.5714,2024-02-19
CUST-0121,Priya Verma,customer121@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-02-19
CUST-0122,Suresh Kapoor,customer122@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-02-20
CUST-0123,Swati Malhotra,customer123@email.com,Patna,Bihar,East,25.5941,85.1376,2024-02-20
CUST-0124,Rahul Joshi,customer124@email.com,Patna,Bihar,East,25.5941,85.1376,2024-02-20
CUST-0125,Ananya Malhotra,customer125@email.com,Ahmedabad,Gujarat,West,23.0225,72.5714,2024-02-20
CUST-0126,Amit Singh,customer126@email.com,Surat,Gujarat,West,21.1702,72.8311,2024-02-20
CUST-0127,Sneha Kumar,customer127@email.com,Chennai,Tamil Nadu,South,13.0827,80.2707,2024-02-21
CUST-0128,Amit Kapoor,customer128@email.com,Nagpur,Maharashtra,West,21.1458,79.0882,2024-02-21
CUST-0129,Karan Singh,customer129@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-02-21
CUST-0130,Raj Singh,customer130@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-02-21
CUST-0131,Arjun Sharma,customer131@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-02-21
CUST-0132,Deepika Malhotra,customer132@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-02-23
CUST-0133,Raj Patel,customer133@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-02-24
CUST-0134,Deepika Sharma,customer134@email.com,Kolkata,West Bengal,East,22.5726,88.3639,2024-02-24
CUST-0135,Suresh Rao,customer135@email.com,Ahmedabad,Gujarat,West,23.0225,72.5714,2024-02-25
CUST-0136,Neha Reddy,customer136@email.com,Chennai,Tamil Nadu,South,13.0827,80.2707,2024-02-25
CUST-0137,Kavita Kumar,customer137@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-02-25
CUST-0138,Raj Rao,customer138@email.com,Jaipur,Rajasthan,North,26.9124,75.7873,2024-02-25
CUST-0139,Swati Das,customer139@email.com,Kolkata,West Bengal,East,22.5726,88.3639,2024-02-26
CUST-0140,Swati Joshi,customer140@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-02-26
CUST-0141,Divya Rao,customer141@email.com,Kolkata,West Bengal,East,22.5726,88.3639,2024-02-26
CUST-0142,Manish Patel,customer142@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-02-26
CUST-0143,Rahul Malhotra,customer143@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-02-26
CUST-0144,Meena Gupta,customer144@email.com,Indore,Madhya Pradesh,Central,22.7196,75.8577,2024-02-26
CUST-0145,Vikram Malhotra,customer145@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-02-27
CUST-0146,Arjun Joshi,customer146@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-02-27
CUST-0147,Amit Kumar,customer147@email.com,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2024-02-27
CUST-0148,Swati Malhotra,customer148@email.com,Pune,Maharashtra,West,18.5204,73.8567,2024-02-27
CUST-0149,Amit Singh,customer149@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-02-27
CUST-0150,Rahul Nair,customer150@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-02-28
CUST-0151,Divya Mehta,customer151@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-02-28
CUST-0152,Manish Nair,customer152@email.com,Kolkata,West Bengal,East,22.5726,88.3639,2024-02-28
CUST-0153,Sneha Verma,customer153@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-02-28
CUST-0154,Deepika Singh,customer154@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-03-01
CUST-0155,Amit Malhotra,customer155@email.com,Patna,Bihar,East,25.5941,85.1376,2024-03-02
CUST-0156,Amit Joshi,customer156@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-03-02
CUST-0157,Neha Malhotra,customer157@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-03-02
CUST-0158,Pooja Patel,customer158@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-03-03
CUST-0159,Priya Verma,customer159@email.com,Kolkata,West Bengal,East,22.5726,88.3639,2024-03-04
CUST-0160,Amit Malhotra,customer160@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-03-04
CUST-0161,Arjun Singh,customer161@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-03-05
CUST-0162,Rahul Singh,customer162@email.com,Jaipur,Rajasthan,North,26.9124,75.7873,2024-03-05
CUST-0163,Rahul Chopra,customer163@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-03-06
CUST-0164,Swati Singh,customer164@email.com,Chennai,Tamil Nadu,South,13.0827,80.2707,2024-03-06
CUST-0165,Deepika Reddy,customer165@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-03-06
CUST-0166,Amit Sharma,customer166@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-03-06
CUST-0167,Rahul Malhotra,customer167@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-03-07
CUST-0168,Meena Mehta,customer168@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-03-08
CUST-0169,Karan Verma,customer169@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-03-08
CUST-0170,Pooja Chopra,customer170@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-03-08
CUST-0171,Ananya Verma,customer171@email.com,Lucknow,Uttar Pradesh,North,26.8467,80.9462,2024-03-08
CUST-0172,Nikhil Kumar,customer172@email.com,Surat,Gujarat,West,21.1702,72.8311,2024-03-08
CUST-0173,Deepika Mehta,customer173@email.com,Jaipur,Rajasthan,North,26.9124,75.7873,2024-03-09
CUST-0174,Priya Gupta,customer174@email.com,Lucknow,Uttar Pradesh,North,26.8467,80.9462,2024-03-09
CUST-0175,Rahul Rao,customer175@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-03-09
CUST-0176,Rohan Malhotra,customer176@email.com,Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-09
CUST-0177,Rahul Gupta,customer177@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-03-09
CUST-0178,Swati Kumar,customer178@email.com,Patna,Bihar,East,25.5941,85.1376,2024-03-09
CUST-0179,Sneha Kumar,customer179@email.com,Surat,Gujarat,West,21.1702,72.8311,2024-03-09
CUST-0180,Manish Malhotra,customer180@email.com,Pune,Maharashtra,West,18.5204,73.8567,2024-03-09
CUST-0181,Manish Rao,customer181@email.com,Surat,Gujarat,West,21.1702,72.8311,2024-03-10
CUST-0182,Pooja Gupta,customer182@email.com,Chennai,Tamil Nadu,South,13.0827,80.2707,2024-03-10
CUST-0183,Ananya Kumar,customer183@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-03-10
CUST-0184,Arjun Gupta,customer184@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-03-10
CUST-0185,Manish Chopra,customer185@email.com,Chennai,Tamil Nadu,South,13.0827,80.2707,2024-03-11
CUST-0186,Amit Rao,customer186@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-03-11
CUST-0187,Rahul Singh,customer187@email.com,Kolkata,West Bengal,East,22.5726,88.3639,2024-03-11
CUST-0188,Rahul Malhotra,customer188@email.com,Surat,Gujarat,West,21.1702,72.8311,2024-03-11
CUST-0189,Amit Malhotra,customer189@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-03-11
CUST-0190,Neha Joshi,customer190@email.com,Jaipur,Rajasthan,North,26.9124,75.7873,2024-03-11
CUST-0191,Kavita Kapoor,customer191@email.com,Bhopal,Madhya Pradesh,Central,23.2599,77.4126,2024-03-12
CUST-0192,Amit Nair,customer192@email.com,Patna,Bihar,East,25.5941,85.1376,2024-03-12
CUST-0193,Pooja Nair,customer193@email.com,Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-13
CUST-0194,Neha Malhotra,customer194@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-03-13
CUST-0195,Rohan Verma,customer195@email.com,Nagpur,Maharashtra,West,21.1458,79.0882,2024-03-13
CUST-0196,Priya Kapoor,customer196@email.com,Ahmedabad,Gujarat,West,23.0225,72.5714,2024-03-13
CUST-0197,Kavita Patel,customer197@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-03-14
CUST-0198,Manish Nair,customer198@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-03-14
CUST-0199,Rahul Joshi,customer199@email.com,Pune,Maharashtra,West,18.5204,73.8567,2024-03-14
CUST-0200,Suresh Verma,customer200@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-03-14
CUST-0201,Swati Reddy,customer201@email.com,Kolkata,West Bengal,East,22.5726,88.3639,2024-03-15
CUST-0202,Kavita Reddy,customer202@email.com,Kolkata,West Bengal,East,22.5726,88.3639,2024-03-15
CUST-0203,Amit Patel,customer203@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-03-15
CUST-0204,Nikhil Rao,customer204@email.com,Chennai,Tamil Nadu,South,13.0827,80.2707,2024-03-15
CUST-0205,Raj Joshi,customer205@email.com,Ahmedabad,Gujarat,West,23.0225,72.5714,2024-03-16
CUST-0206,Sneha Menon,customer206@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-03-16
CUST-0207,Divya Sharma,customer207@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-03-16
CUST-0208,Deepika Malhotra,customer208@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-03-18
CUST-0209,Pooja Malhotra,customer209@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-03-18
CUST-0210,Pooja Rao,customer210@email.com,Indore,Madhya Pradesh,Central,22.7196,75.8577,2024-03-18
CUST-0211,Karan Reddy,customer211@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-03-18
CUST-0212,Rohan Rao,customer212@email.com,Kolkata,West Bengal,East,22.5726,88.3639,2024-03-19
CUST-0213,Priya Patel,customer213@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-03-19
CUST-0214,Karan Joshi,customer214@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-03-19
CUST-0215,Manish Singh,customer215@email.com,Lucknow,Uttar Pradesh,North,26.8467,80.9462,2024-03-19
CUST-0216,Kavita Verma,customer216@email.com,Pune,Maharashtra,West,18.5204,73.8567,2024-03-19
CUST-0217,Rohan Verma,customer217@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-03-19
CUST-0218,Suresh Rao,customer218@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-03-19
CUST-0219,Vikram Sharma,customer219@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-03-20
CUST-0220,Deepika Gupta,customer220@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-03-20
CUST-0221,Meena Rao,customer221@email.com,Kolkata,West Bengal,East,22.5726,88.3639,2024-03-21
CUST-0222,Vikram Reddy,customer222@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-03-21
CUST-0223,Sneha Verma,customer223@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-03-21
CUST-0224,Nikhil Malhotra,customer224@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-03-22
CUST-0225,Divya Chopra,customer225@email.com,Indore,Madhya Pradesh,Central,22.7196,75.8577,2024-03-22
CUST-0226,Rohan Kumar,customer226@email.com,Surat,Gujarat,West,21.1702,72.8311,2024-03-22
CUST-0227,Deepika Singh,customer227@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-03-22
CUST-0228,Swati Menon,customer228@email.com,Ahmedabad,Gujarat,West,23.0225,72.5714,2024-03-22
CUST-0229,Neha Rao,customer229@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-03-22
CUST-0230,Kavita Chopra,customer230@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-03-22
CUST-0231,Karan Sharma,customer231@email.com,Ahmedabad,Gujarat,West,23.0225,72.5714,2024-03-23
CUST-0232,Karan Rao,customer232@email.com,Indore,Madhya Pradesh,Central,22.7196,75.8577,2024-03-23
CUST-0233,Vikram Das,customer233@email.com,Patna,Bihar,East,25.5941,85.1376,2024-03-24
CUST-0234,Arjun Rao,customer234@email.com,Chennai,Tamil Nadu,South,13.0827,80.2707,2024-03-24
CUST-0235,Rahul Das,customer235@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-03-24
CUST-0236,Rahul Kapoor,customer236@email.com,Ahmedabad,Gujarat,West,23.0225,72.5714,2024-03-24
CUST-0237,Priya Malhotra,customer237@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-03-25
CUST-0238,Swati Joshi,customer238@email.com,Chennai,Tamil Nadu,South,13.0827,80.2707,2024-03-25
CUST-0239,Deepika Menon,customer239@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-03-25
CUST-0240,Rahul Malhotra,customer240@email.com,Kolkata,West Bengal,East,22.5726,88.3639,2024-03-25
CUST-0241,Raj Malhotra,customer241@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-03-26
CUST-0242,Vikram Verma,customer242@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-03-27
CUST-0243,Amit Rao,customer243@email.com,Indore,Madhya Pradesh,Central,22.7196,75.8577,2024-03-27
CUST-0244,Swati Kumar,customer244@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-03-27
CUST-0245,Vikram Verma,customer245@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-03-28
CUST-0246,Pooja Rao,customer246@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-03-28
CUST-0247,Vikram Kapoor,customer247@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-03-28
CUST-0248,Manish Chopra,customer248@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-03-30
CUST-0249,Pooja Chopra,customer249@email.com,Mumbai,Maharashtra,West,19.076,72.8777,2024-03-30
CUST-0250,Divya Gupta,customer250@email.com,Lucknow,Uttar Pradesh,North,26.8467,80.9462,2024-03-30
CUST-0251,Meena Malhotra,customer251@email.com,Delhi,Delhi,North,28.7041,77.1025,2024-03-30
CUST-0252,Swati Gupta,customer252@email.com,Patna,Bihar,East,25.5941,85.1376,2024-03-30
CUST-0253,Raj Singh,customer253@email.com,Chennai,Tamil Nadu,South,13.0827,80.2707,2024-03-31
CUST-0254,Rahul Chopra,customer254@email.com,Bangalore,Karnataka,South,12.9716,77.5946,2024-03-31
CUST-0255,Vikram Reddy,customer255@email.com,Chennai,Tamil Nadu,South,13.0827,80.2707,2024-04-01
CUST-0256,Kavita Verma,customer256@email.com,Hyderabad,Telangana,South,17.385,78.4867,2024-04-01
CUST-0257,Vikram Singh,customer257@email.com,Ahmedabad,Gujarat,West,23.0225,72.5714,2024-04-01
